principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,factoresprecio,numerofactor
nilotinib,Tableta o cápsula,nilotinib 150 mg,mg,Tasigna,Novartis,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Scaflam,Eurofarma,Alto,3
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Suprein,Idefar,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Med´Nex,Med Line,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Termindol,Rociphar,Bajo,1
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Impofar,Bajo,1
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Mesulid,Novamed,Alto,3
nimesulida,Solución o suspensión oral,nimesulida 1000 mg,ml,Mesulid,Novamed,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Laproff,Medio,2
nimesulida,Polvos o granulados,nimesulida 100 mg,g,Mesulid,Novamed,Medio,2
nimesulida,Solución o suspensión oral,nimesulida 50 mg,ml,Scaflam,Eurofarma,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Farmanal,Bajo,1
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Acamol,Mackey,Medio,2
nimesulida,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nimesulida 3 g,g,Mesulid Gel 3%,Novamed,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Colmed,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Ainex,Momenta,Alto,3
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Scaflam,Eurofarma,Alto,3
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Mesulid,Novamed,Bajo,1
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Laproff,Medio,2
nimesulida,Polvos o granulados,nimesulida 100 mg,g,Mesulid,Novamed,Medio,2
nimesulida,Solución o suspensión oral,nimesulida 50 mg,ml,Scaflam,Eurofarma,Medio,2
nimesulida,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nimesulida 3 g,g,Mesulid Gel 3%,Novamed,Medio,2
nimesulida,Tableta o cápsula,nimesulida 100 mg,mg,Nimesulida,Colmed,Medio,2
nimodipina,Tableta o cápsula,nimodipina 30 mg,mg,Nimodipino,Laboratorios Richmond,Bajo,1
nimodipina,Tableta o cápsula,nimodipina 30 mg,mg,Nimodipino,Tecnoquimicas,Alto,3
nimodipina,Tableta o cápsula,nimodipina 30 mg,mg,Nisom,Siegfried,Medio,2
nimodipina,Tableta o cápsula,nimodipina 30 mg,mg,Nimodipino,Laboratorios Richmond,Bajo,1
nimodipina,Tableta o cápsula,nimodipina 30 mg,mg,Nimodipino,Tecnoquimicas,Alto,3
nimodipino,Tableta o cápsula,nimodipino 30 mg,mg,Nidip,Pauly,Medio,2
nimotuzumab,Solución o suspensión inyectable,nimotuzumab 50 mg,ml,Cimaher,Centro De Inmunologia Molecular,Medio,2
nintedanib,Tableta o cápsula,nintedanib 150 mg,mg,Ofev,Boehringer,Alto,3
nintedanib,Tableta o cápsula,nintedanib 100 mg,mg,Vargatef,Boehringer,Alto,3
nintedanib,Tableta o cápsula,nintedanib 100 mg,mg,Ofev,Boehringer,Bajo,1
nintedanib,Tableta o cápsula,nintedanib 150 mg,mg,Vargatef,Boehringer,Bajo,1
nistatina,Solución o suspensión oral,nistatina 2000 mg,ml,Nistatina,Pentacoop,Medio,2
nistatina,Solución o suspensión oral,nistatina 100000 ui,ml,Nistatina,Labinco,Medio,2
nistatina,Tableta o cápsula,nistatina 500000 ui,ui,Hongistina,Bioquifar,Medio,2
nistatina,Solución o suspensión oral,nistatina 10000000 ui,ml,Hongistina,Bioquifar,Medio,2
nistatina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nistatina 2,059 g",g,Tisat,Profma,Medio,2
nistatina,Tableta o cápsula vaginal,nistatina 100 ui,ui,Nistatina,Saluspharma,Medio,2
nistatina,Solución o suspensión oral,nistatina 60 ml,ml,Nistapen,Comerfar,Medio,2
nistatina,Solución o suspensión oral,nistatina 2000 mg,ml,Nistatina,Pentacoop,Bajo,1
nistatina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nistatina 10000000 ui,g,Nistavon,Von Haller,Medio,2
nistatina,Solución o suspensión oral,nistatina 100000 ui,ml,Nistatina,Labinco,Medio,2
nistatina,Tableta o cápsula,nistatina 500000 ui,ui,Hongistina,Bioquifar,Medio,2
nistatina,Solución o suspensión oral,nistatina 10000000 ui,ml,Hongistina,Bioquifar,Medio,2
nistatina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nistatina 2,059 g",g,Tisat,Profma,Medio,2
nistatina,Tableta o cápsula vaginal,nistatina 100 ui,ui,Nistatina,Saluspharma,Medio,2
nistatina,Solución o suspensión oral,nistatina 2000 mg,ml,Tain,Sagpharma,Alto,3
nistatina + metronidazol,Óvulo,nistatina 100000 ui + metronidazol 500 mg,ui,Flagyl,Sanofi Aventis,Alto,3
nistatina + metronidazol,Óvulo,nistatina 100000 ui + metronidazol 500 mg,ui,Flagyl,Sanofi Aventis,Alto,3
nistatina y dexametasona,Óvulo,"nistatina 100000 ui + dexametasona 0,25 mg",ui,Decadron,Tecnofar,Medio,2
nistatina y dexametasona,Óvulo,"nistatina 100000 ui + dexametasona 0,25 mg",ui,Decadron,Tecnofar,Medio,2
nistatina y metronidazol,Óvulo,metronidazol base 500 mg + nistatina 100000 ui,mg,Metrozin,Siegfried,Medio,2
nistatina y nifurantel,Tableta o cápsula vaginal,nifuratel 500 mg + nistatina 200000 ui,mg,Macmiror Complex,Polichem,Medio,2
nistatina y nifurantel,Tableta o cápsula vaginal,nifuratel 500 mg + nistatina 200000 ui,mg,Macmiror Complex,Polichem,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,oxido de zinc 20 g + nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,oxido de zinc 20 g + nistatina 2 g,g,Nistatina + Oxido De Zinc,Colmed,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"oxido de zinc 20,6 g + nistatina 1,816 g",g,Instacalm,Labinco,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"oxido de zinc 40 g + nistatina 2,2727 g",g,Babyskin N,Mega Labs,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nistatina 2 g + oxido de zinc 20 g,g,Nelind,Patmar,Alto,3
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nistatina 10000000 ui + oxido de zinc 20 g,g,Bestdiar Crema,Best,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nistatina 2 g + oxido de zinc 20 g,g,Sancolin Nf Crema,Bkmpharma,Bajo,1
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,oxido de zinc 20 g + nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,oxido de zinc 20 g + nistatina 2 g,g,Nistatina + Oxido De Zinc,Colmed,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"oxido de zinc 20,6 g + nistatina 1,816 g",g,Instacalm,Labinco,Medio,2
nistatina y oxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,nistatina 10000000 ui + oxido de zinc 20 g,g,Bestdiar Crema,Best,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Celectan,Farma,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Celectan,Farma,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Kazide,Lafrancol,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nytax,Procaps,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Nytax,Procaps,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Nytax,Procaps,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Nitazofin,Bussié,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Paraxin,Chalver,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Paraxin,Chalver,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazofin,Bussié,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,American Generics,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Mixel,Siegfried,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Mixel,Siegfried,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 200 mg,mg,Kazide,Lafrancol,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitoxipar,Bioquifar,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Nitoxipar,Bioquifar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,La Sante,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Taxanida,Labinco,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Taxanida,Labinco,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Larvisol,Armofar,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Larvisol,Armofar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Proxanida,Bremyng,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitahelmin,Med Line,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Jointax,Joinpharm,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Jointax,Joinpharm,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,g,Proxanida,Bremymg,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Tecnoquimicas,Medio,2
nitazoxanida,Polvos o granulados,nitazoxanida 100 g,ml,Nitazoxanida,Tecnoquimicas,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Genfar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Taxen,Rociphar,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Rodanex,Biochem,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Vibatrin,Best,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Xinpa 2 %,Whesther,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Giarfin,Adexa,Alto,3
nitazoxanida,Solución o suspensión oral,nitazoxanida 2 g,ml,Taxen,Rociphar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Biomebal,Patmar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Pranexxin Duo,Ruecam,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Dicetelduo 2%,Ruecam,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Giardameb Plus,Comerfar,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Pentacoop,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Giarfin,Adexa,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Giardameb Plus,Comerfar,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Biomebal,Patmar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Colmed,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Imponix,Impofar,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Loisten,Farmacomercial,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Nitahelmin,Med Line,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 1200 mg,mg,Flupar,Anglopharma,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Xinpa,Whesther,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitofar,Farmaser,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Kainol,Bioquimico Pharma,Bajo,1
nitazoxanida,Polvos o granulados,nitazoxanida 100 mg,ml,Zelix,Tecnofar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Zelix,Tecnofar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Kazide,Lafrancol,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nytax,Procaps,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Nytax,Procaps,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Nytax,Procaps,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Nitazofin,Bussié,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Paraxin,Chalver,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Paraxin,Chalver,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazofin,Bussié,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Mixel,Siegfried,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Mixel,Siegfried,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 6 g,g,Nizox,Mega Labs,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 200 mg,mg,Kazide,Lafrancol,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitoxipar,Bioquifar,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Nitoxipar,Bioquifar,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,La Sante,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Taxanida,Labinco,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Taxanida,Labinco,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Proxanida,Bremyng,Alto,3
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,g,Proxanida,Bremymg,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Tecnoquimicas,Medio,2
nitazoxanida,Polvos o granulados,nitazoxanida 100 g,ml,Nitazoxanida,Tecnoquimicas,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Genfar,Bajo,1
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 100 mg,ml,Vibatrin,Best,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Rodanex,Biochem,Alto,3
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Pentacoop,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitazoxanida,Colmed,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Souxa,Sagpharma,Medio,2
nitazoxanida,Polvo para reconstituir a Solución o suspensión oral,nitazoxanida 2 g,ml,Souxa,Sagpharma,Bajo,1
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Loisten,Farmacomercial,Medio,2
nitazoxanida,Tableta o cápsula,nitazoxanida 500 mg,mg,Nitofar,Farmaser,Medio,2
nitisinona,Tableta o cápsula,nitisinona 5 mg,mg,Nitisor,Vexxor,Medio,2
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Nitrofurantoina,Bussié,Bajo,1
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Nitrofurantoina,Tecnoquimicas,Medio,2
nitrofurantoina,Tableta o cápsula de liberación modificada,nitrofurantoina 100 mg,mg,Nitrofurantoina,Laproff,Medio,2
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Macrodantina,Boehringer,Alto,3
nitrofurantoina,Tableta o cápsula,nitrofurantoina 50 mg,mg,Macrodantina,Boehringer,Medio,2
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Nitrofurantoina,Bussié,Bajo,1
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Nitrofurantoina,Tecnoquimicas,Medio,2
nitrofurantoina,Tableta o cápsula de liberación modificada,nitrofurantoina 100 mg,mg,Nitrofurantoina,Laproff,Medio,2
nitrofurantoina,Tableta o cápsula,nitrofurantoina 100 mg,mg,Macrodantina,Boehringer,Alto,3
nitrofurantoina,Tableta o cápsula,nitrofurantoina 50 mg,mg,Macrodantina,Boehringer,Medio,2
nitrofurantoina en macrocristales,Polvo para reconstituir a Solución o suspensión inyectable,nitrofurantoina en macrocristales 120 mg,mg,Benlysta,Glaxosmithkline,Medio,2
nitrofurazona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nitrofurazona 0,2 g",g,Nitrofur Pomada,Bremymg,Alto,3
nitrofurazona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nitrofurazona 0,2 g",g,Nitrofurazona 0.2 %,Ophalac,Bajo,1
nitrofurazona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nitrofurazona 0,2 g",g,Nitrofur Pomada,Bremymg,Alto,3
nitrofurazona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"nitrofurazona 0,2 g",g,Nitrofurazona 0.2 %,Ophalac,Bajo,1
nitroglicerina,Solución o suspensión inyectable,nitroglicerina 50 mg,ml,Nitroglicerina,Ryan,Bajo,1
nitroglicerina,Solución o suspensión inyectable,nitroglicerina 50 mg,ml,Nitroglicerina En Dextrosa Al 5%,Baxter,Alto,3
nitroglicerina,Solución o suspensión inyectable,nitroglicerina 50 mg,ml,Nitroglicerina,Ryan,Bajo,1
nitroglicerina,Solución o suspensión inyectable,nitroglicerina 50 mg,ml,Nitroglicerina,Ads Pharma,Medio,2
nitroglicerina,Solución o suspensión inyectable,nitroglicerina 50 mg,ml,Nitroglicerina En Dextrosa Al 5%,Baxter,Alto,3
nitroprusiato de sodio,Solución o suspensión inyectable,nitroprusiato de sodio 50 mg,ml,Nitroprusiato De Sodio,Ecar,Medio,2
nitroprusiato de sodio,Solución o suspensión inyectable,nitroprusiato de sodio 50 mg,ml,Nitroprusiato De Sodio,Ecar,Medio,2
nivolumab,Solución o suspensión inyectable,nivolumab 100 mg,ml,Opdivo,Bristol Myers Squibb,Medio,2
nivolumab,Solución o suspensión inyectable,nivolumab 40 mg,ml,Opdivo,Bristol Myers Squibb,Medio,2
nomegestrol y estradiol,Tableta o cápsula,"acetato de nomegestrol 2,5 mg + estradiol 1,5 mg",mg,Zoely,Merck Sharp Dome,Medio,2
norepinefrina,Solución o suspensión inyectable,norepinefrina 4 mg,ml,Norepinefrina,Ryan,Medio,2
norepinefrina,Solución o suspensión inyectable,norepinefrina 4 mg,ml,Ads-Noltron,Ads Pharma,Bajo,1
norepinefrina,Solución o suspensión inyectable,norepinefrina 4 mg,ml,Norepinefrina,Ryan,Alto,3
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Urotrin,Bioquifar,Alto,3
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacino,Pentacoop,Bajo,1
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Noraflox,Best,Medio,2
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,S-Oripol,Ah Robins,Alto,3
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacino,Laproff,Bajo,1
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Urodrol,Bioquimico Pharma,Medio,2
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacina,Tecnoquimicas,Medio,2
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Urotrin,Bioquifar,Bajo,1
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norbagram,Biochem,Alto,3
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacino,Pentacoop,Medio,2
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacino,Laproff,Medio,2
norfloxacina,Tableta o cápsula,norfloxacina 400 mg,mg,Norfloxacina,Tecnoquimicas,Medio,2
norfloxacino,Tableta o cápsula,norfloxacino 400 mg,mg,Norfloxacino,American Generics,Bajo,1
norfloxacino,Tableta o cápsula,norfloxacino 400 mg,mg,Noflanil,Comerfar,Alto,3
nusinersen,Solución o suspensión inyectable,"nusinersen 2,4 mg",ml,Spinraza,Biogen,Medio,2
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Numeta G 16%,Baxter,Bajo,1
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Numeta G 13%,Baxter,Medio,2
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Olimel-N12E,Baxter,Alto,3
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Numeta G 16%,Baxter,Medio,2
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Smofkabiven,Fresenius,Bajo,1
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Smofkabiven Periferico Emulsion Para Infusion,Fresenius,Medio,2
nutricion parenteral,Emulsión inyectable,nutricion parenteral,ml,Numeta G 13%,Baxter,Alto,3
obinutuzumab,Solución o suspensión inyectable,obinutuzumab 1000 mg,ml,Gazyva,Roche,Medio,2
ocrelizumab,Solución o suspensión inyectable,ocrelizumab 30 mg,ml,Ocrevus,Roche,Medio,2
octreotido,Solución o suspensión inyectable,"octreotido 0,1 g",ml,Octride,Chalver,Medio,2
octreotido,Polvo para reconstituir a Solución o suspensión inyectable,octreotido 30 mg,mg,Sandostatinlar,Novartis,Medio,2
octreotido,Solución o suspensión inyectable,"octreotido 0,1 g",ml,Octride,Chalver,Medio,2
octreotido,Solución o suspensión inyectable,"octreotido 0,1 mg",ml,Sandostatin,Novartis,Medio,2
octreotido,Polvo para reconstituir a Solución o suspensión inyectable,octreotido 20 mg,mg,Sandostatin Lar,Novartis,Medio,2
octreotido,Polvo para reconstituir a Solución o suspensión inyectable,octreotido 30 mg,mg,Sandostatinlar,Novartis,Medio,2
ofatumumab,Solución o suspensión inyectable,ofatumumab 20 mg,ml,Kesimpta,Novartis,Medio,2
olanzapina,Polvo para reconstituir a Solución o suspensión inyectable,olanzapina 10 mg,mg,Zyprexa,Eli Lilly,Medio,2
olanzapina,Tableta o cápsula,olanzapina 10 mg,mg,Olazap,Mega Labs,Medio,2
olanzapina,Tableta o cápsula,olanzapina 5 mg,mg,Olazap,Mega Labs,Medio,2
olanzapina,Tableta o cápsula,olanzapina 5 mg,mg,Prolanz,Procaps,Medio,2
olanzapina,Tableta o cápsula,olanzapina 10 mg,mg,Prolanz,Eurofarma,Alto,3
olanzapina,Tableta o cápsula,olanzapina 5 mg,mg,Prolanz,Eurofarma,Alto,3
olanzapina,Tableta o cápsula,olanzapina 5 mg,mg,Olanzapina,La Sante,Medio,2
olanzapina,Tableta o cápsula,olanzapina 10 mg,mg,Olanzapina,La Sante,Bajo,1
